,Unnamed: 0,Country,City,Population,Latitude,Longitude,Company,Type
0,0,Japan,Tokyo,37977000.0,35.734417,139.527743,Volkswagen,Car
1,1,India,Delhi,29617000.0,13.0416642,77.5945134,Volkswagen,Car
2,2,India,Mumbai,23355000.0,19.1303319,72.8542756,Volkswagen,Car
3,3,Philippines,Manila,23088000.0,14.423302,121.0263759,Volkswagen,Car
4,4,China,Shanghai,22120000.0,31.1860472,121.5003094,Volkswagen,Car
5,5,Brazil,São Paulo,22046000.0,-23.0772371,-46.997204706392495,Volkswagen,Car
6,6,"Korea, South",Seoul,21794000.0,37.4869516,126.8381193,Volkswagen,Car
7,7,Mexico,Mexico City,20996000.0,19.3714932,-99.0811273964266,Volkswagen,Car
8,8,China,Guangzhou,20902000.0,23.234694,113.2992556,Volkswagen,Car
9,9,China,Beijing,19433000.0,39.96996775,116.42891684948792,Volkswagen,Car
10,10,Egypt,Cairo,19372000.0,29.9841629,31.3587493,Volkswagen,Car
11,11,United States,New York,18713220.0,41.9672756,-73.9895954223513,Volkswagen,Car
12,12,India,Kolkāta,17560000.0,-23.05197445,-45.63611857454343,Volkswagen,Car
13,13,Russia,Moscow,17125000.0,55.678601,37.6459937,Volkswagen,Car
14,14,Thailand,Bangkok,17066000.0,13.7114271,100.40182833795328,Volkswagen,Car
15,15,Argentina,Buenos Aires,16157000.0,-34.5773928,-58.475706,Volkswagen,Car
